date,ben_nuclear,ben_hard-coal,ben_gas,ben_oil,ben_other-non-renewables,ben_wind_onshore,ben_wind_offshore,ben_solar_pv,ben_other-renewables,ben_failure
2025-01-01 00:00:00,-0.0,-0.0,10342.666000000001,-0.0,-0.0,5416.306,6484.028,-0.0,1010.0,-0.0
2025-01-01 01:00:00,-0.0,-0.0,11401.501,-0.0,-0.0,4315.608,5954.891,-0.0,1010.0,-0.0
2025-01-01 02:00:00,-0.0,-0.0,12525.722,-0.0,-0.0,3345.686,5106.592,-0.0,1010.0,-0.0
2025-01-01 03:00:00,-0.0,-0.0,14559.39,-0.0,-0.0,2452.05,3695.56,-0.0,1010.0,-0.0
2025-01-01 04:00:00,-0.0,-0.0,16559.045000000002,-0.0,-0.0,1809.068,2628.887,-0.0,1010.0,-0.0
2025-01-01 05:00:00,-0.0,-0.0,19070.799000000003,-0.0,-0.0,1198.78,1503.421,-0.0,1010.0,-0.0
2025-01-01 06:00:00,-0.0,553.405999999999,20589.0,-0.0,-0.0,697.472,655.122,-0.0,1010.0,-0.0
2025-01-01 07:00:00,-0.0,2144.3960000000006,20589.0,-0.0,-0.0,359.634,251.97,-0.0,1010.0,-0.0
2025-01-01 08:00:00,690.0410000000011,2671.0,20589.0,-0.0,-0.0,174.368,75.591,-0.0,1010.0,-0.0
2025-01-01 09:00:00,-0.0,-0.0,18023.793,-0.0,-0.0,141.674,67.192,6561.341,1010.0,-0.0
2025-01-01 10:00:00,-0.0,-0.0,13785.081,-0.0,-0.0,261.552,310.763,10919.604,1010.0,-0.0
2025-01-01 11:00:00,-0.0,-0.0,10542.042000000001,-0.0,-0.0,305.144,764.309,13649.505,1010.0,-0.0
2025-01-01 12:00:00,-0.0,-0.0,9445.016,-0.0,-0.0,425.022,1159.062,14367.9,1010.0,-0.0
2025-01-01 13:00:00,-0.0,-0.0,11650.890000000001,-0.0,-0.0,828.248,1621.007,11254.855,1010.0,-0.0
2025-01-01 14:00:00,-0.0,-0.0,15518.004,-0.0,-0.0,1394.944,2586.892,5747.16,1010.0,-0.0
2025-01-01 15:00:00,-0.0,-0.0,19294.962,-0.0,-0.0,1602.006,3947.53,670.502,1010.0,-0.0
2025-01-01 16:00:00,-0.0,-0.0,19481.79,-0.0,-0.0,2201.396,4921.814,-0.0,1010.0,-0.0
2025-01-01 17:00:00,-0.0,-0.0,19498.931000000004,-0.0,-0.0,2931.562,5820.507,-0.0,1010.0,-0.0
2025-01-01 18:00:00,-0.0,-0.0,18053.650999999998,-0.0,-0.0,3639.932,6576.417,-0.0,1010.0,-0.0
2025-01-01 19:00:00,-0.0,-0.0,15921.025000000001,-0.0,-0.0,4315.608,6996.367,-0.0,1010.0,-0.0
2025-01-01 20:00:00,-0.0,-0.0,14120.054,-0.0,-0.0,4914.998,7155.948,-0.0,1010.0,-0.0
2025-01-01 21:00:00,-0.0,-0.0,13314.61,-0.0,-0.0,5143.856,7273.534,-0.0,1010.0,-0.0
2025-01-01 22:00:00,-0.0,-0.0,12506.281000000003,-0.0,-0.0,4914.998,7382.721,-0.0,1010.0,-0.0
2025-01-01 23:00:00,-0.0,-0.0,12831.651999999998,-0.0,-0.0,5383.612,7256.736,-0.0,1010.0,-0.0
2025-01-02 00:00:00,-0.0,-0.0,10357.497000000001,-0.0,-0.0,5961.206,7584.297,-0.0,1010.0,-0.0
2025-01-02 01:00:00,-0.0,-0.0,8981.274000000001,-0.0,-0.0,6233.656,7811.07,-0.0,1010.0,-0.0
2025-01-02 02:00:00,-0.0,-0.0,8298.088,-0.0,-0.0,6299.044,7827.868,-0.0,1010.0,-0.0
2025-01-02 03:00:00,-0.0,-0.0,8542.94,-0.0,-0.0,6113.778,7710.282,-0.0,1010.0,-0.0
2025-01-02 04:00:00,-0.0,-0.0,9346.493999999999,-0.0,-0.0,5983.002,7525.504,-0.0,1010.0,-0.0
2025-01-02 05:00:00,-0.0,-0.0,10942.661,-0.0,-0.0,5874.022,7416.317,-0.0,1010.0,-0.0
2025-01-02 06:00:00,-0.0,-0.0,12769.133999999998,-0.0,-0.0,5797.736,7307.13,-0.0,1010.0,-0.0
2025-01-02 07:00:00,-0.0,-0.0,13398.607,-0.0,-0.0,5721.45,7197.943,-0.0,1010.0,-0.0
2025-01-02 08:00:00,-0.0,-0.0,16507.269,-0.0,-0.0,5557.98,7130.751,-0.0,1010.0,-0.0
2025-01-02 09:00:00,-0.0,-0.0,15809.880999999998,-0.0,-0.0,5329.122,6971.17,1867.827,1010.0,-0.0
2025-01-02 10:00:00,-0.0,-0.0,13457.715999999999,-0.0,-0.0,4293.812,6677.205,5699.267,1010.0,-0.0
2025-01-02 11:00:00,-0.0,-0.0,9836.336999999996,-0.0,-0.0,4479.078,6769.594,8955.991,1010.0,-0.0
2025-01-02 12:00:00,-0.0,-0.0,8300.225,-0.0,-0.0,5089.366,7113.953,9195.456,1010.0,-0.0
2025-01-02 13:00:00,-0.0,-0.0,10590.887,-0.0,-0.0,5318.224,7391.12,6369.769,1010.0,-0.0
2025-01-02 14:00:00,-0.0,-0.0,13718.827000000001,-0.0,-0.0,5187.448,7374.322,3400.403,1010.0,-0.0
2025-01-02 15:00:00,-0.0,-0.0,15453.610999999997,-0.0,-0.0,5154.754,7357.524,1293.111,1010.0,-0.0
2025-01-02 16:00:00,-0.0,-0.0,16098.831000000002,-0.0,-0.0,5634.266,7533.903,-0.0,1010.0,-0.0
2025-01-02 17:00:00,-0.0,-0.0,15653.641,-0.0,-0.0,6102.88,7735.479,-0.0,1010.0,-0.0
2025-01-02 18:00:00,-0.0,-0.0,14491.117999999999,-0.0,-0.0,6408.024,7911.858,-0.0,1010.0,-0.0
2025-01-02 19:00:00,-0.0,-0.0,13062.368999999999,-0.0,-0.0,6669.576,7937.055,-0.0,1010.0,-0.0
2025-01-02 20:00:00,-0.0,-0.0,11338.724000000002,-0.0,-0.0,6963.822,7945.454,-0.0,1010.0,-0.0
2025-01-02 21:00:00,-0.0,-0.0,10231.655000000002,-0.0,-0.0,7149.088,7920.257,-0.0,1010.0,-0.0
2025-01-02 22:00:00,-0.0,-0.0,9850.896,-0.0,-0.0,6854.842,7878.262,-0.0,1010.0,-0.0
2025-01-02 23:00:00,-0.0,-0.0,10662.023000000001,-0.0,-0.0,6974.72,7920.257,-0.0,1010.0,-0.0
2025-01-03 00:00:00,-0.0,-0.0,9280.846000000001,-0.0,-0.0,7083.7,7945.454,-0.0,1010.0,-0.0
2025-01-03 01:00:00,-0.0,-0.0,8372.244999999999,-0.0,-0.0,7083.7,7937.055,-0.0,1010.0,-0.0
2025-01-03 02:00:00,-0.0,-0.0,7766.4310000000005,-0.0,-0.0,7018.312,7920.257,-0.0,1010.0,-0.0
2025-01-03 03:00:00,-0.0,-0.0,7771.910000000001,-0.0,-0.0,6898.434,7928.656,-0.0,1010.0,-0.0
2025-01-03 04:00:00,-0.0,-0.0,8681.054,-0.0,-0.0,6593.29,7928.656,-0.0,1010.0,-0.0
2025-01-03 05:00:00,-0.0,-0.0,10656.472,-0.0,-0.0,6190.064,7861.464,-0.0,1010.0,-0.0
2025-01-03 06:00:00,-0.0,-0.0,13094.954000000002,-0.0,-0.0,5710.552,7609.494,-0.0,1010.0,-0.0
2025-01-03 07:00:00,-0.0,-0.0,14786.292999999998,-0.0,-0.0,5372.714,6777.993,-0.0,1010.0,-0.0
2025-01-03 08:00:00,-0.0,-0.0,18562.71,-0.0,-0.0,5231.04,6299.25,-0.0,1010.0,-0.0
2025-01-03 09:00:00,-0.0,-0.0,17347.275999999998,-0.0,-0.0,5241.938,6635.21,1532.576,1010.0,-0.0
2025-01-03 10:00:00,-0.0,-0.0,15461.553000000004,-0.0,-0.0,4718.834,6828.387,3927.226,1010.0,-0.0
2025-01-03 11:00:00,-0.0,-0.0,13543.304,-0.0,-0.0,4762.426,7281.933,5220.337,1010.0,-0.0
2025-01-03 12:00:00,-0.0,-0.0,13639.155000000002,-0.0,-0.0,4882.304,7508.706,4549.835,1010.0,-0.0
2025-01-03 13:00:00,-0.0,-0.0,14570.162999999997,-0.0,-0.0,5383.612,7668.287,3160.938,1010.0,-0.0
2025-01-03 14:00:00,-0.0,-0.0,15302.241999999998,-0.0,-0.0,6015.696,7794.272,1436.79,1010.0,-0.0
2025-01-03 15:00:00,-0.0,-0.0,15682.126,-0.0,-0.0,6364.432,7928.656,95.786,1010.0,-0.0
2025-01-03 16:00:00,-0.0,-0.0,14968.609000000002,-0.0,-0.0,6865.74,7970.651,-0.0,1010.0,-0.0
2025-01-03 17:00:00,-0.0,-0.0,14480.015000000003,-0.0,-0.0,7443.334,7970.651,-0.0,1010.0,-0.0
2025-01-03 18:00:00,-0.0,-0.0,12869.634000000002,-0.0,-0.0,8086.316,7979.05,-0.0,1010.0,-0.0
2025-01-03 19:00:00,-0.0,-0.0,11081.419000000002,-0.0,-0.0,8554.93,7970.651,-0.0,1010.0,-0.0
2025-01-03 20:00:00,-0.0,-0.0,9607.224,-0.0,-0.0,8576.726,7979.05,-0.0,1010.0,-0.0
2025-01-03 21:00:00,-0.0,-0.0,8960.490000000002,-0.0,-0.0,8391.46,7979.05,-0.0,1010.0,-0.0
2025-01-03 22:00:00,-0.0,-0.0,10093.718,-0.0,-0.0,7334.354,7323.928,-0.0,1010.0,-0.0
2025-01-03 23:00:00,-0.0,-0.0,12292.328000000001,-0.0,-0.0,6811.25,6534.422,-0.0,1010.0,-0.0
2025-01-04 00:00:00,-0.0,-0.0,12737.355,-0.0,-0.0,6255.452,5098.193,-0.0,1010.0,-0.0
2025-01-04 01:00:00,-0.0,-0.0,13338.722000000002,-0.0,-0.0,5449.0,4384.278,-0.0,1010.0,-0.0
2025-01-04 02:00:00,-0.0,-0.0,13842.038,-0.0,-0.0,4697.038,3997.924,-0.0,1010.0,-0.0
2025-01-04 03:00:00,-0.0,-0.0,14062.597000000002,-0.0,-0.0,4348.302,4191.101,-0.0,1010.0,-0.0
2025-01-04 04:00:00,-0.0,-0.0,14523.703000000001,-0.0,-0.0,3966.872,4829.425,-0.0,1010.0,-0.0
2025-01-04 05:00:00,-0.0,-0.0,16341.162,-0.0,-0.0,3738.014,4837.824,-0.0,1010.0,-0.0
2025-01-04 06:00:00,-0.0,-0.0,18186.249,-0.0,-0.0,3639.932,4879.819,-0.0,1010.0,-0.0
2025-01-04 07:00:00,-0.0,-0.0,18412.681999999997,-0.0,-0.0,3683.524,5089.794,-0.0,1010.0,-0.0
2025-01-04 08:00:00,-0.0,1057.487000000001,20589.0,-0.0,-0.0,3596.34,5266.173,-0.0,1010.0,-0.0
2025-01-04 09:00:00,-0.0,352.02100000000064,20589.0,-0.0,-0.0,3476.462,5534.941,1532.576,1010.0,-0.0
2025-01-04 10:00:00,-0.0,-0.0,20133.912000000004,-0.0,-0.0,2789.888,5534.941,3017.259,1010.0,-0.0
2025-01-04 11:00:00,-0.0,-0.0,18290.071,-0.0,-0.0,3411.074,5694.522,3879.333,1010.0,-0.0
2025-01-04 12:00:00,-0.0,-0.0,17081.113,-0.0,-0.0,3400.176,6080.876,4549.835,1010.0,-0.0
2025-01-04 13:00:00,-0.0,-0.0,18051.868000000002,-0.0,-0.0,3127.726,6106.073,3879.333,1010.0,-0.0
